Date,Open,High,Low,Close,Volume,Adj Close,sym
2016-04-21,777.3099980000001,781.679993,771.549988,780.0,3881400,780.0,GOOGL
2016-04-22,743.909973,753.919983,730.369995,737.77002,7039900,737.77002,GOOGL
2016-04-25,735.349976,744.880005,735.099976,742.210022,2472100,742.210022,GOOGL
2016-04-26,744.419983,745.590027,720.320007,725.369995,2793200,725.369995,GOOGL
2016-04-27,725.320007,727.150024,709.080017,721.460022,3313100,721.460022,GOOGL
2016-04-28,723.289978,729.26001,703.200012,705.0599980000001,3129500,705.0599980000001,GOOGL
2016-04-29,704.119995,712.1099849999999,703.780029,707.880005,2913900,707.880005,GOOGL
2016-05-02,711.919983,715.409973,706.3599849999999,714.409973,1673800,714.409973,GOOGL
2016-05-03,712.5,713.369995,707.330017,708.4400019999999,1931000,708.4400019999999,GOOGL
2016-05-04,706.77002,715.049988,704.049988,711.369995,1708600,711.369995,GOOGL
2016-05-05,715.0,717.549988,709.450012,714.710022,1483400,714.710022,GOOGL
2016-05-06,712.200012,725.98999,711.950012,725.179993,1982500,725.179993,GOOGL
2016-05-09,726.700012,734.289978,723.5,729.130005,1903700,729.130005,GOOGL
2016-05-10,734.960022,740.0,731.6099849999999,739.380005,1631700,739.380005,GOOGL
2016-05-11,740.52002,740.799988,727.900024,730.549988,1491700,730.549988,GOOGL
2016-05-12,732.0,735.369995,724.27002,728.070007,1354700,728.070007,GOOGL
2016-05-13,726.619995,731.289978,723.51001,724.830017,1262200,724.830017,GOOGL
2016-05-16,724.320007,732.679993,720.0,730.299988,1126900,730.299988,GOOGL
2016-05-17,731.0599980000001,735.849976,718.0,720.1900019999999,1670200,720.1900019999999,GOOGL
2016-05-18,718.5,725.570007,715.02002,721.780029,1626800,721.780029,GOOGL
2016-05-19,718.299988,720.5,710.3099980000001,715.3099980000001,1529900,715.3099980000001,GOOGL
2016-05-20,716.460022,727.700012,715.01001,721.710022,1739900,721.710022,GOOGL
2016-05-23,719.97998,723.5,716.9400019999999,717.25,1240800,717.25,GOOGL
2016-05-24,719.849976,734.200012,719.650024,733.030029,1894200,733.030029,GOOGL
2016-05-25,735.0,739.8900150000001,732.599976,738.099976,1610800,738.099976,GOOGL
2016-05-26,736.0,741.099976,733.0,736.929993,1360100,736.929993,GOOGL
2016-05-27,737.51001,747.909973,737.01001,747.599976,1738900,747.599976,GOOGL
2016-05-31,748.76001,753.47998,745.570007,748.849976,2124200,748.849976,GOOGL
2016-06-01,748.469971,751.369995,744.340027,748.460022,1039400,748.460022,GOOGL
2016-06-02,746.099976,747.299988,737.0,744.27002,1695800,744.27002,GOOGL
2016-06-03,741.48999,741.48999,733.909973,735.8599849999999,1230400,735.8599849999999,GOOGL
2016-06-06,738.5,738.5,728.289978,730.0599980000001,1499600,730.0599980000001,GOOGL
2016-06-07,733.27002,736.710022,730.799988,731.090027,1215700,731.090027,GOOGL
2016-06-08,739.5,743.8099980000001,735.77002,742.929993,1615700,742.929993,GOOGL
2016-06-09,737.070007,743.929993,736.5,742.52002,959000,742.52002,GOOGL
2016-06-10,735.950012,739.6400150000001,730.51001,733.1900019999999,1452500,733.1900019999999,GOOGL
2016-06-13,729.820007,739.0,729.820007,731.880005,1167700,731.880005,GOOGL
2016-06-14,729.3099980000001,736.0,726.5,733.25,1329200,733.25,GOOGL
2016-06-15,734.919983,737.150024,731.3099980000001,732.1900019999999,1161700,732.1900019999999,GOOGL
2016-06-16,727.960022,730.3900150000001,715.539978,724.25,2250100,724.25,GOOGL
2016-06-17,721.3900150000001,721.3900150000001,701.119995,704.25,4113100,704.25,GOOGL
2016-06-20,710.3099980000001,715.869995,705.409973,706.130005,2282700,706.130005,GOOGL
2016-06-21,710.049988,715.380005,704.659973,708.880005,1515900,708.880005,GOOGL
2016-06-22,714.049988,714.210022,705.880005,710.469971,1452900,710.469971,GOOGL
2016-06-23,710.549988,714.880005,700.25,714.869995,2125000,714.869995,GOOGL
2016-06-24,690.169983,705.0,684.909973,685.200012,4771800,685.200012,GOOGL
2016-06-27,682.48999,683.330017,672.659973,681.1400150000001,2907300,681.1400150000001,GOOGL
2016-06-28,691.369995,692.73999,684.849976,691.26001,1912300,691.26001,GOOGL
2016-06-29,694.26001,699.5,692.679993,695.1900019999999,2156200,695.1900019999999,GOOGL
2016-06-30,697.650024,703.77002,694.900024,703.530029,2112500,703.530029,GOOGL
2016-07-01,705.099976,712.530029,703.72998,710.25,1549200,710.25,GOOGL
2016-07-05,705.01001,708.119995,699.130005,704.8900150000001,1422000,704.8900150000001,GOOGL
2016-07-06,699.840027,713.0,699.0,708.969971,1445100,708.969971,GOOGL
2016-07-07,710.1099849999999,710.169983,700.669983,707.26001,1058700,707.26001,GOOGL
2016-07-08,710.5599980000001,717.900024,708.1099849999999,717.780029,1497300,717.780029,GOOGL
2016-07-11,719.419983,728.929993,718.869995,727.200012,1441100,727.200012,GOOGL
2016-07-12,731.919983,735.599976,727.5,732.51001,1323400,732.51001,GOOGL
2016-07-13,735.52002,735.52002,729.02002,729.47998,1021800,729.47998,GOOGL
2016-07-14,733.9400019999999,736.1400150000001,730.590027,735.799988,1070400,735.799988,GOOGL
2016-07-15,741.0,741.0,734.6400150000001,735.630005,1617100,735.630005,GOOGL
2016-07-18,737.909973,755.1400150000001,736.51001,753.200012,1934900,753.200012,GOOGL
2016-07-19,749.869995,756.590027,748.48999,753.409973,1521800,753.409973,GOOGL
2016-07-20,754.049988,760.6400150000001,754.049988,757.080017,1125100,757.080017,GOOGL
2016-07-21,757.0,758.150024,751.52002,754.409973,953100,754.409973,GOOGL
2016-07-22,757.320007,759.450012,752.659973,759.280029,1046000,759.280029,GOOGL
2016-07-25,757.679993,759.820007,754.070007,757.52002,1073300,757.52002,GOOGL
2016-07-26,757.52002,759.26001,752.75,757.650024,1189600,757.650024,GOOGL
2016-07-27,758.969971,764.450012,755.929993,761.969971,1608600,761.969971,GOOGL
2016-07-28,768.840027,768.969971,759.090027,765.840027,3673200,765.840027,GOOGL
2016-07-29,797.710022,803.9400019999999,790.0,791.340027,5090500,791.340027,GOOGL
2016-08-01,786.669983,807.48999,785.039978,800.9400019999999,3029700,800.9400019999999,GOOGL
2016-08-02,797.330017,802.320007,794.530029,800.119995,1996400,800.119995,GOOGL
2016-08-03,796.469971,799.539978,793.02002,798.919983,1460300,798.919983,GOOGL
2016-08-04,798.23999,800.200012,793.919983,797.25,1076000,797.25,GOOGL
2016-08-05,800.1099849999999,807.219971,797.8099980000001,806.929993,1807300,806.929993,GOOGL
2016-08-08,806.0,807.599976,801.6900019999999,805.22998,1221300,805.22998,GOOGL
2016-08-09,804.48999,813.330017,804.0599980000001,807.47998,1607700,807.47998,GOOGL
2016-08-10,807.049988,810.880005,806.48999,808.48999,918500,808.48999,GOOGL
2016-08-11,810.469971,813.880005,806.0,808.200012,1282300,808.200012,GOOGL
2016-08-12,805.090027,807.1900019999999,803.6400150000001,807.049988,897300,807.049988,GOOGL
2016-08-15,807.210022,811.3599849999999,804.030029,805.960022,929800,805.960022,GOOGL
2016-08-16,803.5,804.26001,797.0,801.1900019999999,1057900,801.1900019999999,GOOGL
2016-08-17,800.0,805.630005,796.299988,805.419983,1066100,805.419983,GOOGL
2016-08-18,805.3599849999999,808.0,801.630005,802.75,864600,802.75,GOOGL
2016-08-19,799.789978,801.22998,796.880005,799.650024,1120800,799.650024,GOOGL
2016-08-22,798.51001,799.299988,794.330017,796.950012,852800,796.950012,GOOGL
2016-08-23,800.47998,801.0,795.98999,796.590027,917500,796.590027,GOOGL
2016-08-24,796.8599849999999,798.460022,790.76001,793.599976,1283600,793.599976,GOOGL
2016-08-25,792.0,794.719971,787.22998,791.299988,1202700,791.299988,GOOGL
2016-08-26,792.48999,799.400024,789.409973,793.219971,1248900,793.219971,GOOGL
2016-08-29,793.049988,798.52002,790.320007,795.820007,773700,795.820007,GOOGL
2016-08-30,792.880005,798.0,789.469971,791.919983,1167400,791.919983,GOOGL
2016-08-31,789.599976,791.570007,787.200012,789.849976,1071400,789.849976,GOOGL
2016-09-01,791.97998,792.8900150000001,786.330017,791.400024,1303500,791.400024,GOOGL
2016-09-02,795.27002,797.099976,793.26001,796.869995,1349900,796.869995,GOOGL
2016-09-06,798.3900150000001,810.8900150000001,795.429993,808.02002,1989500,808.02002,GOOGL
2016-09-07,807.929993,810.599976,803.719971,807.98999,1145300,807.98999,GOOGL
2016-09-08,805.219971,808.419983,801.01001,802.840027,1177700,802.840027,GOOGL
2016-09-09,798.77002,801.75,788.049988,788.47998,1887600,788.47998,GOOGL
2016-09-12,784.52002,800.169983,783.5,798.820007,1863700,798.820007,GOOGL
2016-09-13,794.01001,795.789978,784.330017,788.719971,1809000,788.719971,GOOGL
2016-09-14,787.530029,796.330017,787.530029,790.460022,1292100,790.460022,GOOGL
2016-09-15,790.01001,803.650024,788.659973,801.22998,1557200,801.22998,GOOGL
2016-09-16,799.02002,799.02002,793.619995,797.969971,2130600,797.969971,GOOGL
2016-09-19,801.1099849999999,803.98999,793.5599980000001,795.3900150000001,1149500,795.3900150000001,GOOGL
2016-09-20,800.0,802.75,798.26001,799.780029,1049200,799.780029,GOOGL
2016-09-21,801.26001,805.909973,796.030029,805.030029,1348500,805.030029,GOOGL
2016-09-22,810.0,819.0599980000001,807.710022,815.950012,1759300,815.950012,GOOGL
2016-09-23,815.1400150000001,817.0,812.72998,814.960022,1411700,814.960022,GOOGL
2016-09-26,809.820007,810.080017,800.450012,802.650024,1472700,802.650024,GOOGL
2016-09-27,801.830017,813.48999,801.830017,810.72998,1367300,810.72998,GOOGL
2016-09-28,804.080017,810.25,802.780029,810.0599980000001,1470300,810.0599980000001,GOOGL
2016-09-29,807.22998,813.909973,800.8599849999999,802.6400150000001,1350000,802.6400150000001,GOOGL
2016-09-30,803.599976,808.090027,801.5,804.0599980000001,1660200,804.0599980000001,GOOGL
2016-10-03,802.549988,803.539978,796.22998,800.380005,1489200,800.380005,GOOGL
2016-10-04,805.0,806.5,799.669983,802.789978,1258700,802.789978,GOOGL
2016-10-05,806.0,808.5,800.710022,801.22998,1213800,801.22998,GOOGL
2016-10-06,804.080017,806.950012,800.51001,803.080017,1099900,803.080017,GOOGL
2016-10-07,805.929993,805.9400019999999,796.820007,800.710022,1163100,800.710022,GOOGL
2016-10-10,803.929993,817.380005,802.23999,814.169983,1496100,814.169983,GOOGL
2016-10-11,814.169983,819.8599849999999,807.369995,809.570007,1721600,809.570007,GOOGL
2016-10-12,811.960022,814.5,808.549988,811.77002,907900,811.77002,GOOGL
2016-10-13,806.070007,806.5599980000001,798.619995,804.080017,1369000,804.080017,GOOGL
2016-10-14,807.450012,810.090027,802.320007,804.599976,1111900,804.599976,GOOGL
2016-10-17,805.98999,813.48999,803.830017,806.840027,1056400,806.840027,GOOGL
2016-10-18,814.210022,828.8099980000001,813.330017,821.48999,2289300,821.48999,GOOGL
2016-10-19,822.880005,829.799988,822.880005,826.840027,1500100,826.840027,GOOGL
2016-10-20,827.5599980000001,828.469971,820.549988,821.630005,1393900,821.630005,GOOGL
2016-10-21,820.0,824.289978,818.3099980000001,824.0599980000001,1615800,824.0599980000001,GOOGL
2016-10-24,830.090027,837.9400019999999,829.039978,835.73999,1447600,835.73999,GOOGL
2016-10-25,838.5,838.5,825.299988,828.549988,1890700,828.549988,GOOGL
2016-10-26,827.119995,827.710022,816.349976,822.099976,1794900,822.099976,GOOGL
2016-10-27,823.01001,826.580017,814.6099849999999,817.349976,2973500,817.349976,GOOGL
2016-10-28,829.9400019999999,839.0,817.0,819.5599980000001,4354900,819.5599980000001,GOOGL
2016-10-31,822.429993,822.630005,808.0,809.900024,2242700,809.900024,GOOGL
2016-11-01,810.869995,813.960022,798.26001,805.47998,2355900,805.47998,GOOGL
2016-11-02,806.76001,806.76001,785.0,788.419983,2350700,788.419983,GOOGL
2016-11-03,784.5,790.0,778.630005,782.1900019999999,2175200,782.1900019999999,GOOGL
2016-11-04,771.299988,788.47998,771.0,781.099976,1970600,781.099976,GOOGL
2016-11-07,794.950012,805.0,792.900024,802.030029,1992600,802.030029,GOOGL
2016-11-08,802.030029,816.039978,799.619995,811.97998,1754700,811.97998,GOOGL
2016-11-09,801.830017,811.710022,792.039978,805.590027,3095000,805.590027,GOOGL
2016-11-10,810.0,810.0599980000001,768.22998,780.289978,5908200,780.289978,GOOGL
2016-11-11,776.8099980000001,777.289978,765.539978,771.75,3587700,771.75,GOOGL
2016-11-14,771.76001,771.780029,743.590027,753.219971,3672000,753.219971,GOOGL
2016-11-15,765.469971,780.23999,765.219971,775.159973,2935000,775.159973,GOOGL
2016-11-16,770.419983,783.5,766.330017,779.97998,1794300,779.97998,GOOGL
2016-11-17,782.5,788.900024,779.849976,786.159973,1529300,786.159973,GOOGL
2016-11-18,787.169983,791.289978,775.349976,775.969971,1795900,775.969971,GOOGL
2016-11-21,778.099976,786.549988,776.299988,784.799988,1626400,784.799988,GOOGL
2016-11-22,788.98999,793.77002,783.73999,785.0,1391200,785.0,GOOGL
2016-11-23,789.52002,789.52002,772.650024,779.0,1310500,779.0,GOOGL
2016-11-25,782.6099849999999,782.900024,778.1900019999999,780.22998,612100,780.22998,GOOGL
2016-11-28,778.349976,799.73999,778.099976,785.789978,2568800,785.789978,GOOGL
2016-11-29,788.380005,796.4400019999999,785.340027,789.4400019999999,1558500,789.4400019999999,GOOGL
2016-11-30,789.099976,791.51001,773.150024,775.880005,2260100,775.880005,GOOGL
2016-12-01,778.549988,778.599976,753.3599849999999,764.330017,2861300,764.330017,GOOGL
2016-12-02,761.900024,770.5,759.0,764.460022,1692600,764.460022,GOOGL
2016-12-05,770.0,780.0,766.969971,778.219971,1682700,778.219971,GOOGL
2016-12-06,780.1900019999999,785.280029,773.320007,776.179993,1729800,776.179993,GOOGL
2016-12-07,779.950012,792.0,773.530029,791.469971,2018300,791.469971,GOOGL
2016-12-08,792.950012,799.0,787.909973,795.169983,1608300,795.169983,GOOGL
2016-12-09,799.299988,809.950012,798.049988,809.450012,1894000,809.450012,GOOGL
2016-12-12,804.820007,811.349976,804.530029,807.900024,1627300,807.900024,GOOGL
2016-12-13,812.3900150000001,824.299988,811.9400019999999,815.340027,2103300,815.340027,GOOGL
2016-12-14,815.919983,824.26001,812.780029,817.8900150000001,1769700,817.8900150000001,GOOGL
2016-12-15,817.3599849999999,823.0,812.0,815.650024,1768500,815.650024,GOOGL
2016-12-16,818.3099980000001,819.200012,808.119995,809.840027,2589100,809.840027,GOOGL
2016-12-19,809.280029,816.219971,804.5,812.5,1259600,812.5,GOOGL
2016-12-20,813.369995,816.48999,811.0,815.200012,1270200,815.200012,GOOGL
2016-12-21,815.719971,815.719971,805.099976,812.200012,1454500,812.200012,GOOGL
2016-12-22,809.099976,811.070007,806.030029,809.679993,1131600,809.679993,GOOGL
2016-12-23,808.01001,810.969971,805.1099849999999,807.799988,764100,807.799988,GOOGL
2016-12-27,808.679993,816.0,805.799988,809.929993,974400,809.929993,GOOGL
2016-12-28,813.330017,813.330017,802.4400019999999,804.570007,1199700,804.570007,GOOGL
2016-12-29,802.330017,805.75,798.1400150000001,802.880005,1056500,802.880005,GOOGL
2016-12-30,803.210022,803.289978,789.619995,792.450012,1728300,792.450012,GOOGL
2017-01-03,800.619995,811.4400019999999,796.8900150000001,808.01001,1956200,808.01001,GOOGL
2017-01-04,809.8900150000001,813.429993,804.1099849999999,807.77002,1505200,807.77002,GOOGL
2017-01-05,807.5,813.73999,805.919983,813.02002,1326600,813.02002,GOOGL
2017-01-06,814.98999,828.960022,811.5,825.210022,2009600,825.210022,GOOGL
2017-01-09,826.369995,830.429993,821.619995,827.179993,1406800,827.179993,GOOGL
2017-01-10,827.070007,829.409973,823.1400150000001,826.01001,1194500,826.01001,GOOGL
2017-01-11,826.619995,829.900024,821.469971,829.8599849999999,1320200,829.8599849999999,GOOGL
2017-01-12,828.380005,830.380005,821.01001,829.530029,1349500,829.530029,GOOGL
2017-01-13,831.0,834.650024,829.52002,830.9400019999999,1288000,830.9400019999999,GOOGL
2017-01-17,830.0,830.179993,823.200012,827.460022,1439700,827.460022,GOOGL
2017-01-18,829.799988,829.8099980000001,824.080017,829.02002,1026000,829.02002,GOOGL
2017-01-19,829.0,833.0,823.960022,824.369995,1068500,824.369995,GOOGL
2017-01-20,829.090027,829.23999,824.599976,828.169983,1277300,828.169983,GOOGL
2017-01-23,831.6099849999999,845.5399779999999,828.700012,844.429993,2453600,844.429993,GOOGL
2017-01-24,846.9799800000001,851.5200199999999,842.2800289999999,849.5300289999999,1686200,849.5300289999999,GOOGL
2017-01-25,853.5499880000001,858.7899779999999,849.73999,858.4500119999999,1655400,858.4500119999999,GOOGL
2017-01-26,859.0499880000001,861.0,850.5200199999999,856.9799800000001,3076800,856.9799800000001,GOOGL
2017-01-27,859.0,867.0,841.900024,845.0300289999999,3749600,845.0300289999999,GOOGL
2017-01-30,837.0599980000001,837.22998,821.030029,823.830017,3512000,823.830017,GOOGL
2017-01-31,819.5,823.070007,813.400024,820.1900019999999,2015400,820.1900019999999,GOOGL
2017-02-01,824.0,824.0,812.25,815.23999,2244300,815.23999,GOOGL
2017-02-02,815.0,824.5599980000001,812.049988,818.26001,1684000,818.26001,GOOGL
2017-02-03,823.130005,826.130005,819.349976,820.130005,1524400,820.130005,GOOGL
2017-02-06,820.919983,822.3900150000001,814.289978,821.619995,1341400,821.619995,GOOGL
2017-02-07,825.5,831.919983,823.289978,829.22998,1664800,829.22998,GOOGL
2017-02-08,830.530029,834.25,825.1099849999999,829.880005,1300600,829.880005,GOOGL
2017-02-09,831.72998,831.97998,826.5,830.0599980000001,1192000,830.0599980000001,GOOGL
2017-02-10,832.950012,837.150024,830.51001,834.849976,1412800,834.849976,GOOGL
2017-02-13,837.700012,841.73999,836.25,838.9600220000001,1294300,838.9600220000001,GOOGL
2017-02-14,839.7700199999999,842.0,835.830017,840.0300289999999,1296300,840.0300289999999,GOOGL
2017-02-15,838.8099980000001,841.7700199999999,836.219971,837.320007,1353000,837.320007,GOOGL
2017-02-16,838.5,842.6900019999999,837.26001,842.169983,1004100,842.169983,GOOGL
2017-02-17,841.3099980000001,846.9400019999999,839.7800289999999,846.5499880000001,1459100,846.5499880000001,GOOGL
2017-02-21,847.98999,852.2000119999999,846.5499880000001,849.2700199999999,1260300,849.2700199999999,GOOGL
2017-02-22,848.0,853.7899779999999,846.7100220000001,851.3599849999999,1224400,851.3599849999999,GOOGL
2017-02-23,851.080017,852.6199949999999,842.5,851.0,1385800,851.0,GOOGL
2017-02-24,847.650024,848.3599849999999,842.9600220000001,847.8099980000001,1342800,847.8099980000001,GOOGL
2017-02-27,844.9500119999999,850.669983,843.01001,849.669983,1008700,849.669983,GOOGL
2017-02-28,847.349976,848.830017,841.4400019999999,844.929993,1376500,844.929993,GOOGL
2017-03-01,851.3800050000001,858.0,849.0200199999999,856.75,1813000,856.75,GOOGL
2017-03-02,856.3099980000001,856.48999,848.7199710000001,849.849976,1248600,849.849976,GOOGL
2017-03-03,848.9400019999999,850.820007,844.7100220000001,849.080017,1005000,849.080017,GOOGL
2017-03-06,846.8599849999999,848.9400019999999,841.169983,847.2700199999999,1046300,847.2700199999999,GOOGL
2017-03-07,847.26001,853.330017,845.5200199999999,851.150024,1029500,851.150024,GOOGL
2017-03-08,853.1199949999999,856.929993,851.25,853.6400150000001,1028800,853.6400150000001,GOOGL
2017-03-09,853.6900019999999,860.7100220000001,852.669983,857.840027,1340500,857.840027,GOOGL
2017-03-10,862.7000119999999,864.2299800000001,857.6099849999999,861.409973,1335200,861.409973,GOOGL
2017-03-13,860.830017,867.1300050000001,860.820007,864.580017,1164800,864.580017,GOOGL
2017-03-14,863.75,867.580017,860.1300050000001,865.909973,1057100,865.909973,GOOGL
2017-03-15,867.9400019999999,869.8800050000001,861.2999880000001,868.3900150000001,1328300,868.3900150000001,GOOGL
2017-03-16,870.5300289999999,872.7100220000001,867.5200199999999,870.0,1094700,870.0,GOOGL
2017-03-17,873.679993,874.419983,868.3699949999999,872.3699949999999,1852400,872.3699949999999,GOOGL
2017-03-20,869.4799800000001,870.340027,864.669983,867.909973,1501400,867.909973,GOOGL
2017-03-21,870.0599980000001,873.4699710000001,847.6900019999999,850.1400150000001,2515200,850.1400150000001,GOOGL
2017-03-22,849.4799800000001,855.349976,847.0,849.7999880000001,1358000,849.7999880000001,GOOGL
2017-03-23,841.3900150000001,841.6900019999999,833.0,839.650024,3285200,839.650024,GOOGL
2017-03-24,842.0,844.0,829.099976,835.1400150000001,2092600,835.1400150000001,GOOGL
2017-03-27,828.090027,841.3800050000001,824.299988,838.51001,1934600,838.51001,GOOGL
2017-03-28,839.6900019999999,845.400024,832.27002,840.6300050000001,1515500,840.6300050000001,GOOGL
2017-03-29,842.75,851.590027,841.3800050000001,849.8699949999999,1437000,849.8699949999999,GOOGL
2017-03-30,851.9799800000001,852.0,846.7700199999999,849.4799800000001,948100,849.4799800000001,GOOGL
2017-03-31,846.830017,849.5599980000001,845.23999,847.7999880000001,1437200,847.7999880000001,GOOGL
2017-04-03,848.75,859.0,847.5300289999999,856.75,1967200,856.75,GOOGL
2017-04-04,848.0,853.0,847.51001,852.570007,1345300,852.570007,GOOGL
2017-04-05,854.7100220000001,860.590027,847.5200199999999,848.909973,1850300,848.909973,GOOGL
2017-04-06,849.5,853.590027,844.0,845.099976,1526500,845.099976,GOOGL
2017-04-07,845.0,845.8800050000001,837.299988,842.099976,1110000,842.099976,GOOGL
2017-04-10,841.5399779999999,846.73999,840.7899779999999,841.7000119999999,1021200,841.7000119999999,GOOGL
2017-04-11,841.7000119999999,844.6300050000001,834.599976,839.8800050000001,971900,839.8800050000001,GOOGL
2017-04-12,838.460022,843.7199710000001,837.590027,841.4600220000001,1126100,841.4600220000001,GOOGL
2017-04-13,841.0399779999999,843.7299800000001,837.849976,840.179993,1067200,840.179993,GOOGL
2017-04-17,841.3800050000001,855.6400150000001,841.0300289999999,855.1300050000001,1044800,855.1300050000001,GOOGL
2017-04-18,852.5399779999999,857.3900150000001,851.25,853.98999,935200,853.98999,GOOGL
2017-04-19,857.3900150000001,860.2000119999999,853.5300289999999,856.51001,1077500,856.51001,GOOGL
2017-04-20,859.73999,863.929993,857.5,860.080017,1186900,860.080017,GOOGL
